category,neighborhood,primary_type,classification,year,beat,community_area,domestic,iucr,longitude,location_description,case_number,crime_date,latitude,community_number,ward,fbi_code,id,block,description
P,None,THEFT,/api/1.0-beta1/crimeclassification/89/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0860,-87.806864938,OTHER,HS658893,2010-12-09T13:00:00,41.977248092,10,41,06,7846344,053XX N HARLEM AVE,RETAIL THEFT
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/382/,2010,1612,/api/1.0-beta1/communityarea/10/,False,502P,-87.793717822,STREET,HS652403,2010-12-09T08:50:00,41.9858916633,10,41,26,7844552,057XX N NATOMA AVE,FALSE/STOLEN/ALTERED TRP
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2010,1613,/api/1.0-beta1/communityarea/10/,True,2820,-87.8098196851,RESIDENCE,HS651845,2010-12-08T17:50:00,41.9784031941,10,41,26,7839797,073XX W RASCHER AVE,TELEPHONE THREAT
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/123/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1152,-87.8180800039,RESIDENCE,HS651959,2010-12-08T16:30:00,41.9911626939,10,41,11,7839916,076XX W TALCOTT AVE,ILLEGAL USE CASH CARD
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2820,-87.7925631834,RESIDENCE,HS651946,2010-12-08T16:00:00,41.9762924918,10,41,26,7839821,052XX N NATOMA AVE,TELEPHONE THREAT
-,None,SEX OFFENSE,/api/1.0-beta1/crimeclassification/185/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1563,-87.7880056479,RESTAURANT,HS662278,2010-12-08T13:30:00,41.9764053993,10,41,17,7849324,052XX N NAGLE AVE,CRIMINAL SEXUAL ABUSE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1622,/api/1.0-beta1/communityarea/10/,True,0486,-87.785114584,RESIDENCE,HS650824,2010-12-08T05:15:00,41.9850331286,10,45,08B,7839263,057XX N MOBILE AVE,DOMESTIC BATTERY SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1622,/api/1.0-beta1/communityarea/10/,True,0486,-87.78507913,RESIDENCE-GARAGE,HS650123,2010-12-07T15:55:00,41.9874506008,10,45,08B,7841577,058XX N MOBILE AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8071302344,PARKING LOT/GARAGE(NON.RESID.),HS649553,2010-12-07T10:00:00,41.979867281,10,41,06,7837742,054XX N HARLEM AVE,OVER $300
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2825,-87.8088136976,RESIDENCE,HS648991,2010-12-06T19:50:00,41.974608852,10,41,26,7837052,072XX W FOSTER AVE,HARASSMENT BY TELEPHONE
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2825,-87.7904786145,RESIDENCE,HS648988,2010-12-06T19:00:00,41.9740516133,10,41,26,7837054,051XX N NEENAH AVE,HARASSMENT BY TELEPHONE
Q,None,NARCOTICS,/api/1.0-beta1/crimeclassification/281/,2010,1622,/api/1.0-beta1/communityarea/10/,False,2093,-87.785114584,RESIDENCE,HS648747,2010-12-06T17:15:00,41.9850331286,10,45,26,7836877,057XX N MOBILE AVE,FOUND SUSPECT NARCOTICS
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.7917011398,RESIDENTIAL YARD (FRONT/BACK),HS648476,2010-12-06T07:00:00,41.973428964,10,41,06,7836726,050XX N NASHVILLE AVE,$300 AND UNDER
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.7947851751,STREET,HS648202,2010-12-06T00:01:00,41.9914838683,10,41,14,7836508,060XX N NAVARRE AVE,TO VEHICLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.803631317,RESIDENTIAL YARD (FRONT/BACK),HS648426,2010-12-05T18:00:00,41.9817995754,10,41,06,7836641,055XX N NOTTINGHAM AVE,$300 AND UNDER
P,None,MOTOR VEHICLE THEFT,/api/1.0-beta1/crimeclassification/95/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0910,-87.8215376655,STREET,HS648169,2010-12-05T16:30:00,41.9815322872,10,41,07,7836460,077XX W BRYN MAWR AVE,AUTOMOBILE
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0890,-87.7928831812,STREET,HS651021,2010-12-05T06:15:00,41.9749822678,10,41,06,7840490,051XX N NATOMA AVE,FROM BUILDING
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1622,/api/1.0-beta1/communityarea/10/,False,0820,-87.779340913,VEHICLE NON-COMMERCIAL,HS647232,2010-12-05T03:30:00,41.9857682993,10,45,06,7836594,057XX N MC VICKER AVE,$300 AND UNDER
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/121/,2010,1614,/api/1.0-beta1/communityarea/10/,False,1150,-87.8364374114,HOTEL/MOTEL,HT115557,2010-12-05T00:01:00,41.9814715121,10,41,11,7885081,056XX N CUMBERLAND AVE,CREDIT CARD FRAUD
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0890,-87.8129916366,HOSPITAL BUILDING/GROUNDS,HS646557,2010-12-04T20:00:00,41.9885794028,10,41,06,7835090,074XX W TALCOTT AVE,FROM BUILDING
-,None,OFFENSE INVOLVING CHILDREN,/api/1.0-beta1/crimeclassification/238/,2010,1622,/api/1.0-beta1/communityarea/10/,False,1780,-87.7865933937,RESIDENCE,HS645433,2010-12-04T10:00:00,41.9871587048,10,45,26,7834272,058XX N MULLIGAN AVE,OTHER OFFENSE
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2010,1611,/api/1.0-beta1/communityarea/10/,True,0560,-87.7916073296,APARTMENT,HS645017,2010-12-04T00:01:00,41.9897043954,10,41,08A,7833962,059XX N NAVARRE AVE,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8022026712,RESIDENCE,HS645300,2010-12-03T23:00:00,41.9806651064,10,41,06,7834182,054XX N NORDICA AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.7905119369,RESIDENTIAL YARD (FRONT/BACK),HS645530,2010-12-03T21:00:00,41.9722927335,10,41,06,7834411,050XX N NEENAH AVE,$300 AND UNDER
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0460,-87.7881679479,STREET,HS644714,2010-12-03T19:30:00,41.9974734035,10,41,08B,7833811,064XX N MILWAUKEE AVE,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/89/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0860,-87.787640121,DRUG STORE,HS644244,2010-12-03T14:15:00,41.9959560991,10,41,06,7833377,063XX N NAGLE AVE,RETAIL THEFT
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.806903692,PARKING LOT/GARAGE(NON.RESID.),HS644086,2010-12-03T12:46:00,41.9761149121,10,41,06,7835369,052XX N HARLEM AVE,OVER $300
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0620,-87.8070059603,RESIDENCE-GARAGE,HS649557,2010-12-03T10:00:00,41.9913841306,10,41,05,7837913,060XX N HARLEM AVE,UNLAWFUL ENTRY
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1614,/api/1.0-beta1/communityarea/10/,False,0820,-87.8321235721,HOTEL/MOTEL,HS643333,2010-12-02T21:00:00,41.9856459044,10,41,06,7832081,082XX W HIGGINS RD,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1614,/api/1.0-beta1/communityarea/10/,False,0820,-87.8299889682,STREET,HS643682,2010-12-02T17:00:00,41.9853401909,10,41,06,7832544,081XX W HIGGINS RD,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.7902036422,RESIDENTIAL YARD (FRONT/BACK),HS643042,2010-12-02T15:30:00,41.9730870958,10,41,06,7831841,050XX N NEENAH AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/85/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0841,-87.813976198,RESIDENCE,HT438268,2010-12-01T12:00:00,41.9810373015,10,41,06,8204059,055XX N OLCOTT AVE,FINANCIAL ID THEFT:$300 &UNDER
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/121/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1150,-87.8117693379,RESIDENCE,HS652983,2010-12-01T09:00:00,41.9936698361,10,41,11,7841308,073XX W MYRTLE AVE,CREDIT CARD FRAUD
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2010,1612,/api/1.0-beta1/communityarea/10/,False,2820,-87.8079730289,RESIDENCE,HT106175,2010-12-01T00:01:00,41.9927716371,10,41,26,7876797,072XX W EVERELL AVE,TELEPHONE THREAT
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1611,/api/1.0-beta1/communityarea/10/,False,2825,-87.7869006247,RESIDENCE,HS641469,2010-11-30T20:00:00,41.9946737854,10,45,26,7830133,063XX W HERMIONE ST,HARASSMENT BY TELEPHONE
P,None,MOTOR VEHICLE THEFT,/api/1.0-beta1/crimeclassification/105/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0935,-87.7937634142,PARKING LOT/GARAGE(NON.RESID.),HS640494,2010-11-30T20:00:00,41.9892041285,10,41,07,7844459,059XX N NORTHWEST HWY,"THEFT/RECOVERY: TRUCK,BUS,MHOME"
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1612,/api/1.0-beta1/communityarea/10/,True,2825,-87.8203067545,RESIDENCE,HT352508,2010-11-30T20:00:00,41.9951270589,10,41,26,8118099,077XX W PALATINE AVE,HARASSMENT BY TELEPHONE
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/118/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1130,-87.8084863425,SMALL RETAIL STORE,HS640926,2010-11-30T19:30:00,41.9746155885,10,41,11,7829728,072XX W FOSTER AVE,FRAUD OR CONFIDENCE GAME
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0620,-87.8216884989,RESIDENCE,HS640196,2010-11-30T09:00:00,41.9815274712,10,41,05,7829456,077XX W BRYN MAWR AVE,UNLAWFUL ENTRY
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2010,1622,/api/1.0-beta1/communityarea/10/,False,2820,-87.778606759,RESIDENCE,HS640115,2010-11-29T21:00:00,41.9864453159,10,45,26,7828917,060XX W ARDMORE AVE,TELEPHONE THREAT
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.8071646751,SMALL RETAIL STORE,HS638099,2010-11-29T16:43:00,41.9810447029,10,41,06,7826997,072XX W HIGGINS AVE,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.7998720507,RESIDENCE-GARAGE,HS637387,2010-11-29T09:45:00,41.9739172731,10,41,06,7827739,051XX N NEWLAND AVE,OVER $300
P,None,MOTOR VEHICLE THEFT,/api/1.0-beta1/crimeclassification/95/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0910,-87.7902675105,STREET,HS637289,2010-11-28T23:00:00,41.991539423,10,41,07,7825812,060XX N NASSAU AVE,AUTOMOBILE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.7846902281,SIDEWALK,HS636976,2010-11-28T21:45:00,41.9941884962,10,45,08B,7825355,062XX N MILWAUKEE AVE,DOMESTIC BATTERY SIMPLE
P,None,MOTOR VEHICLE THEFT,/api/1.0-beta1/crimeclassification/95/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0910,-87.7995155695,STREET,HS637600,2010-11-28T21:00:00,41.9994257177,10,41,07,7826257,064XX N NEWARK AVE,AUTOMOBILE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.7869006247,RESIDENCE,HS636590,2010-11-28T16:35:00,41.9946737854,10,45,08B,7825998,063XX W HERMIONE ST,DOMESTIC BATTERY SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0460,-87.8025123503,STREET,HS635811,2010-11-28T00:30:00,41.9792477846,10,41,08B,7824686,054XX N NORDICA AVE,SIMPLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0610,-87.7890517801,WAREHOUSE,HT143124,2010-11-27T10:00:00,41.986572151,10,41,05,7913146,057XX N NORTHWEST HWY,FORCIBLE ENTRY
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.8129916366,HOSPITAL BUILDING/GROUNDS,HS634152,2010-11-26T20:15:00,41.9885794028,10,41,08B,7823581,074XX W TALCOTT AVE,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/84/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0840,-87.7974880869,RESIDENCE,HS644442,2010-11-26T12:00:00,41.9722761109,10,41,06,7833621,050XX N NEWCASTLE AVE,FINANCIAL ID THEFT: OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/84/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0840,-87.7977845729,COMMERCIAL / BUSINESS OFFICE,HS649797,2010-11-26T12:00:00,41.9790254997,10,41,06,7838021,068XX W HIGGINS AVE,FINANCIAL ID THEFT: OVER $300
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1310,-87.8041735679,RESIDENCE,HS633361,2010-11-26T07:00:00,41.9847164206,10,41,14,7823889,071XX W TALCOTT AVE,TO PROPERTY
V,None,CRIM SEXUAL ASSAULT,/api/1.0-beta1/crimeclassification/16/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0281,-87.8203653774,RESIDENCE,HS640841,2010-11-26T02:00:00,41.9749958425,10,41,02,7837757,077XX W FARRAGUT AVE,NON-AGGRAVATED
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/353/,2010,1611,/api/1.0-beta1/communityarea/10/,False,5001,-87.800609334,RESIDENCE,HS634623,2010-11-26T01:00:00,41.9966454392,10,41,26,7824015,063XX N SAYRE AVE,OTHER CRIME INVOLVING PROPERTY
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.8031339373,RESIDENCE,HS633038,2010-11-26T00:30:00,41.9983036456,10,41,08B,7822358,064XX N NORDICA AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/87/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0843,-87.8029861497,RESIDENCE,HT143356,2010-11-26T00:30:00,41.9917333525,10,41,06,7913210,060XX N NORTHCOTT AVE,ATTEMPT FINANCIAL IDENTITY THEFT
-,None,OFFENSE INVOLVING CHILDREN,/api/1.0-beta1/crimeclassification/238/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1780,-87.793863624,RESIDENCE,HS632862,2010-11-25T20:00:00,41.9895339035,10,41,26,7822268,059XX N NORTHWEST HWY,OTHER OFFENSE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0460,-87.7877965056,STREET,HS632816,2010-11-25T19:40:00,41.9819504439,10,41,08B,7822971,064XX W GREGORY ST,SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0460,-87.8068104123,SIDEWALK,HS632994,2010-11-25T04:00:00,41.9811885215,10,41,08B,7823645,055XX N HARLEM AVE,SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.7915171624,"SCHOOL, PUBLIC, BUILDING",HS637376,2010-11-24T13:35:00,41.982986164,10,41,08B,7827693,065XX W BRYN MAWR AVE,SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.7915171624,"SCHOOL, PUBLIC, BUILDING",HS630791,2010-11-24T09:18:00,41.982986164,10,41,08B,7821922,065XX W BRYN MAWR AVE,SIMPLE
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2825,-87.7941964101,RESIDENCE,HS630121,2010-11-23T17:10:00,41.9697085853,10,41,26,7819744,048XX N NORMANDY AVE,HARASSMENT BY TELEPHONE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.8027967684,RESIDENCE,HS630344,2010-11-23T14:30:00,42.0003629791,10,41,08B,7819973,065XX N NORDICA AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0810,-87.7978334611,STREET,HS637603,2010-11-23T00:01:00,41.9938197208,10,41,06,7826661,062XX N NEWARK AVE,OVER $300
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/118/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1130,-87.7987571705,RESIDENCE,HS669011,2010-11-22T11:00:00,41.9911374551,10,41,11,7862152,060XX N AVONDALE AVE,FRAUD OR CONFIDENCE GAME
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8231121555,PARKING LOT/GARAGE(NON.RESID.),HS627328,2010-11-22T07:00:00,41.9814899,10,41,06,7817670,078XX W BRYN MAWR AVE,OVER $300
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1611,/api/1.0-beta1/communityarea/10/,True,1320,-87.8050535117,SIDEWALK,HS626984,2010-11-22T05:39:00,41.9970666302,10,41,14,7817224,063XX N NEVA AVE,TO VEHICLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.8091433279,NURSING HOME/RETIREMENT HOME,HS646889,2010-11-21T21:30:00,41.9900190658,10,41,08B,7839339,072XX W PETERSON AVE,SIMPLE
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/123/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1152,-87.7945217002,APARTMENT,HS626586,2010-11-21T19:00:00,41.9974265649,10,41,11,7816335,066XX W DEVON AVE,ILLEGAL USE CASH CARD
V,None,BATTERY,/api/1.0-beta1/crimeclassification/29/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0430,-87.7860757399,APARTMENT,HS626531,2010-11-21T03:00:00,41.9956330692,10,45,04B,7816426,063XX N MILWAUKEE AVE,AGGRAVATED: OTHER DANG WEAPON
P,None,MOTOR VEHICLE THEFT,/api/1.0-beta1/crimeclassification/95/,2010,1622,/api/1.0-beta1/communityarea/10/,False,0910,-87.7780739239,STREET,HS625450,2010-11-20T19:00:00,41.9885036345,10,45,07,7815414,059XX N AUSTIN AVE,AUTOMOBILE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1614,/api/1.0-beta1/communityarea/10/,False,0810,-87.8299889682,PARKING LOT/GARAGE(NON.RESID.),HS625263,2010-11-20T18:40:00,41.9853401909,10,41,06,7815243,081XX W HIGGINS RD,OVER $300
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.8068405628,OTHER,HS624978,2010-11-20T15:50:00,41.9793143675,10,41,14,7815298,054XX N HARLEM AVE,TO VEHICLE
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2010,1614,/api/1.0-beta1/communityarea/10/,False,2820,-87.8364361255,AIRPORT VENDING ESTABLISHMENT,HS625240,2010-11-20T11:50:00,41.9863671682,10,41,26,7815239,058XX N CUMBERLAND AVE,TELEPHONE THREAT
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.7860757399,APARTMENT,HS624487,2010-11-20T09:35:00,41.9956330692,10,45,08B,7815795,063XX N MILWAUKEE AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/84/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0840,-87.7896948852,RESIDENCE,HS645817,2010-11-20T09:00:00,41.9974477146,10,41,06,7834617,064XX W DEVON AVE,FINANCIAL ID THEFT: OVER $300
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.7915171624,"SCHOOL, PUBLIC, GROUNDS",HS627158,2010-11-19T14:45:00,41.982986164,10,41,08B,7818700,065XX W BRYN MAWR AVE,SIMPLE
P,None,MOTOR VEHICLE THEFT,/api/1.0-beta1/crimeclassification/95/,2010,1622,/api/1.0-beta1/communityarea/10/,False,0910,-87.7781198434,STREET,HS626598,2010-11-19T01:00:00,41.9861822629,10,45,07,7816422,057XX N AUSTIN AVE,AUTOMOBILE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1310,-87.821551161,RESIDENCE,HS621173,2010-11-18T00:15:00,41.989032256,10,41,14,7811437,060XX N OZANAM AVE,TO PROPERTY
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/121/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1150,-87.8026666754,RESIDENCE,HS626358,2010-11-17T20:22:00,41.9690757188,10,41,11,7816159,048XX N NORDICA AVE,CREDIT CARD FRAUD
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.7879124406,SIDEWALK,HS661515,2010-11-17T14:40:00,41.9830184899,10,41,08B,7849717,064XX W BRYN MAWR AVE,SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.7915171624,"SCHOOL, PUBLIC, BUILDING",HS620014,2010-11-17T11:50:00,41.982986164,10,41,08B,7811047,065XX W BRYN MAWR AVE,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1614,/api/1.0-beta1/communityarea/10/,False,0810,-87.8364374114,PARKING LOT/GARAGE(NON.RESID.),HS619437,2010-11-16T20:30:00,41.9814715121,10,41,06,7808962,056XX N CUMBERLAND AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0890,-87.8069181046,COMMERCIAL / BUSINESS OFFICE,HS619307,2010-11-16T19:45:00,41.9730249999,10,41,06,7817767,050XX N HARLEM AVE,FROM BUILDING
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1310,-87.8043185352,RESIDENCE,HS619033,2010-11-16T19:00:00,41.9956390069,10,41,14,7808670,062XX N NORTHWEST HWY,TO PROPERTY
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/337/,2010,1611,/api/1.0-beta1/communityarea/10/,False,4387,-87.7840230561,RESTAURANT,HS618367,2010-11-16T07:40:00,41.9934882794,10,45,26,7808361,061XX N MILWAUKEE AVE,VIOLATE ORDER OF PROTECTION
P,None,THEFT,/api/1.0-beta1/crimeclassification/85/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0841,-87.7976839504,RESIDENCE,HS625114,2010-11-16T05:03:00,41.9774279025,10,41,06,7827803,053XX N NEWCASTLE AVE,FINANCIAL ID THEFT:$300 &UNDER
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/121/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1150,-87.8113517454,GROCERY FOOD STORE,HS617514,2010-11-15T20:00:00,41.9745408379,10,41,11,7806822,073XX W FOSTER AVE,CREDIT CARD FRAUD
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.7879352172,GAS STATION,HS618235,2010-11-15T15:15:00,41.9859521505,10,41,08B,7809545,057XX N NORTHWEST HWY,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2010,1622,/api/1.0-beta1/communityarea/10/,False,0890,-87.7827275749,FACTORY/MANUFACTURING BUILDING,HT294017,2010-11-15T10:00:00,41.9833148107,10,45,06,8063668,056XX N NORTHWEST HWY,FROM BUILDING
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.7915171624,"SCHOOL, PUBLIC, BUILDING",HS616392,2010-11-15T09:00:00,41.982986164,10,41,08B,7807634,065XX W BRYN MAWR AVE,SIMPLE
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/127/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1195,-87.8129293146,RESIDENCE,HS621310,2010-11-15T09:00:00,41.9795205033,10,41,11,7811345,055XX N OSCEOLA AVE,FINAN EXPLOIT-ELDERLY/DISABLED
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/298/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2826,-87.804971348,RESIDENCE,HS679083,2010-11-14T17:00:00,41.9709688768,10,41,26,7864585,049XX N MONTCLARE AVE,HARASSMENT BY ELECTRONIC MEANS
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1613,/api/1.0-beta1/communityarea/10/,True,0486,-87.7928831812,RESIDENCE,HS614534,2010-11-14T02:55:00,41.9749822678,10,41,08B,7805241,051XX N NATOMA AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0810,-87.8065276801,STREET,HS614528,2010-11-14T02:00:00,41.9985305734,10,41,06,7805239,071XX W SCHREIBER AVE,OVER $300
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2010,1611,/api/1.0-beta1/communityarea/10/,False,2820,-87.7835024922,RESTAURANT,HS614373,2010-11-13T22:50:00,41.9928518775,10,45,26,7804172,061XX N MILWAUKEE AVE,TELEPHONE THREAT
